Hotel Name,Price Per Night,Location,Rating,Facilities_Free Wi-Fi,Facilities_Parking,Facilities_Pet-Friendly,Facilities_Pool,Facilities_Restaurant,Facilities_Spa,Preferences_Count
Rodriguez-Moore,0.8906249999999999,Cynthiabury,0.6000000000000001,True,True,True,False,True,True,5
Anthony and Sons,0.0647321428571428,Cynthiabury,0.3,False,True,True,True,True,True,5
"Alvarez, Moon and Sexton",0.7723214285714285,Cynthiabury,0.4499999999999999,False,True,True,True,True,True,5
Warner-Bauer,0.4017857142857143,Cynthiabury,0.6000000000000001,True,True,True,True,False,True,5
Lee Group,0.65625,Lake Emily,0.1499999999999999,True,True,True,True,True,True,6
"Chen, Morris and Singleton",0.1584821428571428,Lake Emily,0.3500000000000001,True,False,True,True,True,True,5
"Tran, Little and Scott",0.2008928571428571,Lake Emily,0.7999999999999998,True,True,False,False,True,True,4
Scott Group,0.9598214285714284,Lake Emily,0.3999999999999999,True,True,True,True,True,True,6
Sims Inc,0.2946428571428571,Lake Emily,0.3500000000000001,True,True,True,True,True,True,6
Ewing-Mendoza,0.765625,Lake Emily,0.05,True,True,True,True,False,True,5
Gonzales-Vaughn,0.6183035714285714,Jenniferborough,0.4499999999999999,True,True,True,True,True,True,6
"Smith, Bishop and Hall",0.0022321428571428,Jenniferborough,0.6499999999999999,True,True,True,True,True,True,6
"Durham, Hayes and Vasquez",0.2299107142857143,Jenniferborough,0.05,True,True,True,True,True,True,6
Payne PLC,0.9709821428571428,Jenniferborough,0.9500000000000002,True,True,False,True,True,True,5
Quinn-Munoz,0.4263392857142857,Jenniferborough,0.05,True,True,True,True,True,True,6
Bishop LLC,0.6049107142857143,Jenniferborough,0.1499999999999999,True,True,True,True,False,True,5
Wong PLC,0.5535714285714286,Amystad,0.3500000000000001,True,True,True,True,False,True,5
"Watson, Long and Garner",0.4084821428571428,Amystad,0.3,False,True,True,True,True,True,5
"Matthews, Crosby and Anderson",0.34375,Amystad,0.1,True,False,True,True,True,True,5
Smith and Sons,0.6049107142857143,Amystad,0.1,True,True,True,True,True,False,5
"Rivera, Rhodes and Neal",0.8906249999999999,Amystad,0.6000000000000001,False,False,True,True,True,True,4
Conway-Nguyen,0.6875,Amystad,0.8999999999999999,True,True,False,False,True,True,4
"Robinson, Simon and Hopkins",0.46875,Brandonville,0.7999999999999998,True,True,True,True,True,False,5
"Smith, Bishop and Hall",0.0022321428571428,Brandonville,0.6499999999999999,True,True,True,True,True,True,6
Rhodes Inc,0.8459821428571428,Brandonville,0.6000000000000001,True,True,False,True,True,True,5
Clark Inc,0.1763392857142857,Brandonville,0.05,True,True,True,True,True,False,5
Williams Group,0.3058035714285714,Brandonville,0.3500000000000001,True,True,False,True,True,True,5
Chen Ltd,0.7991071428571428,Brandonville,0.8999999999999999,False,True,True,False,True,True,4
Parker Group,0.1004464285714285,East Larryshire,0.5,False,True,True,True,True,True,5
"Parker, Jones and Gonzalez",0.9084821428571428,East Larryshire,0.8500000000000001,False,True,True,True,True,True,5
"Molina, Wilson and English",0.0089285714285714,East Larryshire,0.3999999999999999,False,True,False,True,True,True,4
Schultz-Evans,0.4977678571428571,East Larryshire,0.8500000000000001,False,False,True,True,True,True,4
Munoz Group,0.9910714285714284,East Larryshire,0.7000000000000002,False,True,True,False,True,True,4
"Perkins, Ramirez and Kelly",0.9017857142857144,East Larryshire,0.25,False,True,True,False,True,True,4
Gonzalez PLC,0.7254464285714285,South Sarahstad,0.4499999999999999,True,True,True,True,False,True,5
Jackson and Sons,0.5446428571428571,South Sarahstad,0.3500000000000001,True,True,True,False,True,True,5
Marquez Group,0.3571428571428571,South Sarahstad,0.7000000000000002,True,True,True,True,False,True,5
Yoder LLC,0.8526785714285714,South Sarahstad,0.7000000000000002,True,True,True,True,True,True,6
White Inc,0.6830357142857143,South Sarahstad,0.7000000000000002,False,True,True,True,True,True,5
Brown PLC,0.2879464285714285,South Sarahstad,0.3500000000000001,False,True,True,True,False,True,4
"Erickson, Stewart and Burgess",0.1026785714285714,Port Timothyville,0.1999999999999999,True,True,True,True,True,True,6
Gibbs-Boyer,0.7433035714285714,Port Timothyville,0.5499999999999998,True,True,True,True,True,True,6
Jones Group,0.2276785714285714,Port Timothyville,0.5,True,True,True,True,True,True,6
"Fry, Clark and Wood",0.1272321428571428,Port Timothyville,0.9500000000000002,True,True,True,True,True,True,6
Walker LLC,0.8973214285714285,Port Timothyville,0.4499999999999999,False,False,True,True,True,True,4
Martin-Pacheco,0.4888392857142857,Port Timothyville,0.3,False,True,True,False,True,True,4
"Key, Bradford and Davis",0.5133928571428571,Christinachester,0.4499999999999999,True,True,True,True,True,True,6
Duarte Inc,0.6183035714285714,Christinachester,0.6499999999999999,False,True,True,True,False,True,4
Herring-Delgado,0.4888392857142857,Christinachester,0.3500000000000001,True,True,True,False,True,True,5
"Shannon, Matthews and Chandler",0.5714285714285714,Christinachester,0.0,True,True,True,True,True,True,6
"Ross, Lee and Collier",0.5200892857142857,Christinachester,0.6499999999999999,True,True,True,True,True,True,6
"Mckinney, Jensen and Chambers",0.421875,Christinachester,0.7000000000000002,True,True,False,True,False,True,4
Martin-Miller,0.859375,South Yvonnefurt,0.75,True,True,True,True,True,True,6
Cross-Curtis,0.671875,South Yvonnefurt,0.6000000000000001,True,True,True,True,True,True,6
Powers-Esparza,0.3370535714285714,South Yvonnefurt,0.9500000000000002,True,True,True,True,False,True,5
Nguyen Group,0.640625,South Yvonnefurt,0.5,True,True,True,True,True,True,6
Alvarado Inc,0.9598214285714284,South Yvonnefurt,0.7999999999999998,True,True,True,True,True,True,6
"Houston, Henson and Hernandez",0.359375,South Yvonnefurt,0.4499999999999999,False,True,True,False,True,True,4
"Johnson, Lee and Jensen",0.5424107142857143,Benjaminland,0.3,True,True,True,True,True,True,6
Silva-Davis,0.3794642857142857,Benjaminland,0.9500000000000002,True,True,True,True,True,True,6
"Durham, Hayes and Vasquez",0.2299107142857143,Benjaminland,0.05,False,True,True,True,True,True,5
Alvarez-Gonzales,0.2522321428571428,Benjaminland,0.4499999999999999,True,True,True,True,False,True,5
Garza-Beck,0.2589285714285714,Benjaminland,0.25,True,True,True,True,False,True,5
"Smith, Ferguson and Stephens",0.3325892857142857,Benjaminland,0.8999999999999999,True,True,False,True,False,True,4
Robles-Wilkinson,0.9620535714285712,Thomasville,0.3,True,True,True,True,True,True,6
White LLC,0.2477678571428571,Thomasville,0.0,True,True,True,True,True,True,6
"Zuniga, Cochran and Mullins",0.4888392857142857,Thomasville,0.5499999999999998,True,True,True,True,False,True,5
Lopez-Kelly,0.8928571428571429,Thomasville,0.3999999999999999,False,True,True,True,True,True,5
Giles-Hurst,0.5491071428571428,Thomasville,0.7999999999999998,True,True,True,True,True,True,6
Sanchez Group,0.8191964285714285,Thomasville,0.8500000000000001,True,True,True,True,False,True,5
Hunter Ltd,0.8459821428571428,North Amyburgh,0.1999999999999999,True,True,True,True,True,True,6
"Ramirez, Johns and Gonzalez",0.6964285714285714,North Amyburgh,0.6499999999999999,True,True,True,True,True,True,6
Powell Inc,0.7366071428571428,North Amyburgh,0.8500000000000001,False,True,True,True,False,True,4
House-Howard,0.0178571428571428,North Amyburgh,0.1,True,True,True,True,True,True,6
Richards PLC,0.265625,North Amyburgh,0.3,True,True,True,False,False,True,4
Gordon and Sons,0.6116071428571428,North Amyburgh,0.7999999999999998,False,True,True,True,True,True,5
"Williams, Ramos and Taylor",0.4174107142857143,Morrisonside,0.3500000000000001,False,False,True,True,True,True,4
"Ryan, Dennis and Suarez",0.8772321428571428,Morrisonside,0.8500000000000001,True,True,True,True,True,True,6
Franklin Group,0.6964285714285714,Morrisonside,0.4499999999999999,True,True,True,True,True,True,6
Foster Ltd,0.3303571428571428,Morrisonside,0.6499999999999999,True,False,True,True,True,True,5
"Montgomery, Potts and Mendoza",0.0848214285714285,Morrisonside,0.75,True,True,True,False,False,True,4
Jensen-Flores,0.703125,Morrisonside,0.6000000000000001,True,True,False,True,True,False,4
"Ortiz, Hopkins and Ramirez",0.6272321428571428,Ryanport,0.9500000000000002,True,True,True,True,False,True,5
"Barnett, Quinn and Marshall",0.7611607142857143,Ryanport,0.3,False,True,True,True,True,True,5
Rios PLC,0.921875,Ryanport,0.1499999999999999,True,True,True,False,True,True,5
Carrillo Inc,0.0580357142857142,Ryanport,0.75,True,True,True,True,True,True,6
Knight LLC,0.9375,Ryanport,0.75,True,False,True,True,True,True,5
Bradley-Perez,0.1473214285714285,Ryanport,0.5499999999999998,True,True,True,False,False,True,4
Smith Inc,0.7165178571428571,Jackside,0.5499999999999998,True,True,False,True,True,True,5
"Rogers, Odonnell and Snyder",0.0111607142857142,Jackside,0.5,True,False,True,True,True,True,5
Burns and Sons,0.3191964285714285,Jackside,0.4499999999999999,True,True,True,True,True,True,6
Cohen-Diaz,0.8772321428571428,Jackside,0.3500000000000001,True,True,True,True,True,True,6
Powell-Wood,0.4040178571428571,Jackside,0.3999999999999999,True,True,True,True,True,False,5
Henry-Ryan,0.7834821428571428,Jackside,0.6499999999999999,True,True,True,True,True,True,6
Wheeler Group,0.0111607142857142,Gonzaleschester,0.75,True,True,True,True,True,True,6
"Holt, Cross and Aguilar",0.6049107142857143,Gonzaleschester,0.5,True,True,True,True,True,False,5
Shields and Sons,1.0,Gonzaleschester,0.3,False,True,True,True,True,True,5
Cohen-Lane,0.2410714285714285,Gonzaleschester,0.4499999999999999,True,True,True,False,True,True,5
Davis Inc,0.3147321428571428,Gonzaleschester,0.5,True,True,True,True,True,False,5
Perry-Bates,0.2857142857142857,Gonzaleschester,1.0,True,False,False,True,True,True,4
"Travis, Martinez and Allen",0.9107142857142856,West Pamela,0.4499999999999999,True,True,True,True,True,False,5
Henry Inc,0.484375,West Pamela,0.8500000000000001,True,True,True,True,True,True,6
Merritt PLC,0.1116071428571428,West Pamela,0.6499999999999999,True,True,True,True,True,True,6
Scott-Williamson,0.9040178571428572,West Pamela,0.25,True,True,True,True,True,True,6
Jensen LLC,0.3705357142857143,West Pamela,0.6499999999999999,True,True,True,True,True,True,6
Johnson-Jefferson,0.5513392857142857,West Pamela,0.3500000000000001,False,True,True,False,True,False,3
"Velez, Callahan and Sexton",0.2410714285714285,Jameschester,0.5499999999999998,True,True,False,True,True,True,5
Petty-Murray,0.3013392857142857,Jameschester,0.5,True,True,True,True,True,True,6
"Douglas, Thomas and Garza",0.6473214285714285,Jameschester,0.1499999999999999,True,True,True,True,True,True,6
"Thompson, Nelson and King",0.4486607142857143,Jameschester,0.7000000000000002,True,True,True,False,True,True,5
Watson LLC,0.3214285714285714,Jameschester,0.9500000000000002,False,True,False,True,True,True,4
"Wilson, Cox and Cardenas",0.796875,Jameschester,0.6000000000000001,True,False,True,True,True,False,4
Fleming LLC,0.6741071428571428,Jessicaborough,0.9500000000000002,True,True,True,True,True,True,6
Bishop LLC,0.6049107142857143,Jessicaborough,0.1499999999999999,True,True,True,True,True,True,6
"Evans, Gonzalez and Hays",0.5446428571428571,Jessicaborough,0.05,True,True,True,True,False,True,5
Scott Group,0.9598214285714284,Jessicaborough,0.3999999999999999,True,True,True,True,True,True,6
"Washington, Nguyen and Rollins",0.2924107142857143,Jessicaborough,0.8999999999999999,True,True,True,False,True,True,5
Owens Ltd,0.7276785714285714,Jessicaborough,0.25,False,True,True,True,False,True,4
White PLC,0.1517857142857143,Lake Joshua,0.25,True,False,True,True,True,True,5
"Johnson, Ball and Torres",0.1138392857142857,Lake Joshua,0.4499999999999999,True,True,True,True,True,True,6
"Wallace, Miller and Snyder",0.5825892857142857,Lake Joshua,0.8500000000000001,True,True,True,True,True,True,6
Sheppard-Williams,0.6138392857142857,Lake Joshua,0.25,True,True,True,True,True,True,6
"Butler, Banks and Palmer",0.8995535714285713,Lake Joshua,0.5,True,True,True,True,False,True,5
Campbell Group,0.4151785714285714,Lake Joshua,0.9500000000000002,True,True,True,True,True,False,5
Hancock Group,0.34375,Sharpfort,0.3,True,True,False,True,True,True,5
Harris and Sons,0.8861607142857143,Sharpfort,0.6000000000000001,True,True,True,True,True,True,6
Robertson-Bruce,0.6428571428571428,Sharpfort,0.9500000000000002,True,True,True,True,True,True,6
Cervantes-Jones,0.2857142857142857,Sharpfort,0.5,True,True,True,True,True,True,6
Harris-Miller,0.3035714285714285,Sharpfort,0.9500000000000002,True,True,False,True,True,True,5
"Velez, Callahan and Sexton",0.2410714285714285,Sharpfort,0.5499999999999998,False,True,True,False,True,True,4
Young Group,0.7433035714285714,Franklinfort,0.1499999999999999,True,True,True,True,False,True,5
White-Obrien,0.1964285714285714,Franklinfort,0.8999999999999999,True,True,True,True,True,True,6
"Reed, Patel and Houston",0.1696428571428571,Franklinfort,0.5499999999999998,True,False,True,False,True,True,4
Ross and Sons,0.3035714285714285,Franklinfort,0.8999999999999999,True,True,True,True,True,True,6
Rich-Gamble,0.9285714285714284,Franklinfort,0.1999999999999999,True,False,True,True,True,True,5
Cook Group,0.2120535714285714,Franklinfort,0.3999999999999999,True,False,True,True,True,False,4
Williams Group,0.3058035714285714,Careyport,0.3500000000000001,True,True,True,True,True,True,6
"Evans, Bridges and Watkins",0.0446428571428571,Careyport,0.3500000000000001,True,False,True,True,False,True,4
Bradshaw Inc,0.3191964285714285,Careyport,0.3,True,True,True,True,False,True,5
Flores PLC,0.6473214285714285,Careyport,0.1999999999999999,True,True,True,True,True,True,6
"Smith, Rodriguez and Thomas",0.6227678571428571,Careyport,0.05,True,True,False,True,True,True,5
"Bailey, Dawson and Murray",0.8013392857142857,Careyport,0.75,True,True,True,False,False,True,4
"Washington, Allen and Wheeler",0.1205357142857142,Reyesmouth,0.3999999999999999,True,True,True,True,True,True,6
Stephens PLC,0.5334821428571428,Reyesmouth,0.1,True,True,True,True,True,True,6
Green-Harrington,0.9955357142857144,Reyesmouth,0.05,True,True,True,True,False,True,5
"Martin, Ortiz and Brown",0.8125,Reyesmouth,0.25,True,True,True,True,False,True,5
Gordon and Sons,0.6116071428571428,Reyesmouth,0.7999999999999998,True,True,True,True,True,False,5
Jenkins LLC,0.8794642857142857,Reyesmouth,0.1499999999999999,True,True,True,False,True,True,5
Johnson-Carson,0.1294642857142857,New Charleschester,0.1999999999999999,False,True,True,True,True,True,5
Brown Ltd,0.0334821428571428,New Charleschester,0.1,True,True,True,True,True,False,5
Williams Group,0.3058035714285714,New Charleschester,0.3500000000000001,True,True,False,True,True,True,5
"Hernandez, Gray and King",0.0089285714285714,New Charleschester,0.1999999999999999,True,True,True,True,True,True,6
Wagner LLC,0.1339285714285714,New Charleschester,0.6000000000000001,True,True,True,False,True,True,5
"Hall, Hampton and Jones",0.0915178571428571,New Charleschester,0.8999999999999999,False,False,True,True,True,True,4
Woods Inc,0.0736607142857142,East Debra,0.5,True,True,True,True,False,True,5
Bradshaw Inc,0.3191964285714285,East Debra,0.3,False,True,True,True,True,True,5
"Fuller, West and Saunders",0.3303571428571428,East Debra,0.8500000000000001,False,True,True,True,True,True,5
Gray PLC,0.0825892857142857,East Debra,0.3500000000000001,True,True,True,True,True,True,6
"Walker, Black and Holden",0.9553571428571428,East Debra,0.75,True,True,True,False,True,True,5
Waller Group,0.1584821428571428,East Debra,0.8999999999999999,True,True,False,True,True,True,5
Ferrell Ltd,0.0379464285714285,Stephensmouth,0.8999999999999999,True,True,False,False,True,True,4
Golden LLC,0.9174107142857144,Stephensmouth,0.75,False,True,True,True,True,True,5
"Reed, Patel and Houston",0.1696428571428571,Stephensmouth,0.5499999999999998,False,True,True,True,True,True,5
Jones LLC,0.7834821428571428,Stephensmouth,0.5499999999999998,True,True,True,True,True,True,6
Carr-Moore,0.2879464285714285,Stephensmouth,0.3,True,True,False,True,True,False,4
"Washington, Allen and Wheeler",0.1205357142857142,Stephensmouth,0.3999999999999999,True,False,True,False,True,True,4
White Inc,0.6830357142857143,South Christina,0.7000000000000002,False,True,True,True,True,True,5
Osborn Group,0.0825892857142857,South Christina,0.25,True,True,True,True,True,True,6
"Monroe, Young and Rodriguez",0.7165178571428571,South Christina,0.0,True,True,True,True,False,True,5
Woods Inc,0.0736607142857142,South Christina,0.5,True,True,True,True,True,True,6
Daniels-Rasmussen,0.0892857142857142,South Christina,0.1999999999999999,True,True,True,True,True,False,5
"Allen, Mcintyre and Jones",0.7321428571428571,South Christina,0.3500000000000001,True,True,True,True,True,False,5
"Coleman, Black and Freeman",0.921875,Wagnershire,0.4499999999999999,True,True,False,True,True,True,5
"Hill, Crawford and Garcia",0.5758928571428571,Wagnershire,0.8500000000000001,True,True,True,True,True,True,6
"Weeks, Merritt and Hopkins",0.6316964285714285,Wagnershire,0.1999999999999999,True,True,True,True,True,True,6
Green-Ward,0.0691964285714285,Wagnershire,0.3999999999999999,True,True,True,True,True,True,6
Hatfield PLC,0.3013392857142857,Wagnershire,0.5,True,False,True,True,True,True,5
Price-Wong,0.0066964285714285,Wagnershire,0.75,True,True,False,True,True,True,5
Kelly Ltd,0.5758928571428571,North Wendy,0.8999999999999999,True,True,False,True,True,True,5
Ponce PLC,0.1919642857142857,North Wendy,0.8500000000000001,True,True,True,True,True,False,5
Townsend PLC,0.7723214285714285,North Wendy,0.6000000000000001,True,True,False,True,True,True,5
"Thompson, Nelson and King",0.4486607142857143,North Wendy,0.7000000000000002,True,True,True,True,True,False,5
"Wallace, Carrillo and Nguyen",0.1785714285714285,North Wendy,0.25,True,True,True,False,True,True,5
Jenkins-Roman,0.7522321428571428,North Wendy,0.7000000000000002,True,True,True,True,True,True,6
"Jones, Contreras and Perry",0.15625,Maryhaven,0.5,True,True,True,True,True,True,6
Gordon-Bennett,0.8459821428571428,Maryhaven,0.5,False,True,True,True,True,True,5
Spencer-Graham,0.8236607142857143,Maryhaven,0.6000000000000001,True,True,True,True,True,True,6
Palmer LLC,0.8995535714285713,Maryhaven,0.1999999999999999,True,False,True,True,True,True,5
"Ross, Lee and Collier",0.5200892857142857,Maryhaven,0.6499999999999999,True,True,True,True,False,False,4
Parks-Walker,0.3459821428571428,Maryhaven,0.6499999999999999,True,True,True,True,True,False,5
Bell Ltd,0.3816964285714285,East Zachary,0.7000000000000002,True,True,True,True,True,False,5
Martinez Ltd,0.8080357142857143,East Zachary,0.5499999999999998,True,True,False,True,True,True,5
Carter-Johnson,0.0691964285714285,East Zachary,0.7999999999999998,True,True,True,True,True,True,6
"Smith, Ferguson and Stephens",0.3325892857142857,East Zachary,0.8999999999999999,True,True,True,True,True,True,6
"Roy, Rivera and Welch",0.5066964285714286,East Zachary,0.05,True,True,True,False,True,True,5
"Bailey, Johnson and Lee",0.8616071428571428,East Zachary,0.1,False,True,True,True,True,True,5
Garner-Holder,0.4799107142857143,North Deborah,0.9500000000000002,True,True,True,True,False,True,5
Bell Ltd,0.3816964285714285,North Deborah,0.7000000000000002,True,True,True,True,True,True,6
Boyd LLC,0.9709821428571428,North Deborah,0.4499999999999999,True,True,True,True,True,True,6
"Fischer, Smith and Cross",0.4575892857142857,North Deborah,0.5,True,True,True,True,True,True,6
Frye-Herrera,0.2946428571428571,North Deborah,0.3500000000000001,True,True,True,False,True,True,5
Whitehead Inc,0.46875,North Deborah,0.3,True,True,False,False,True,True,4
Cowan-Porter,0.2611607142857143,North Tyler,0.4499999999999999,True,False,True,True,True,True,5
Vasquez-Jones,0.6741071428571428,North Tyler,0.6499999999999999,True,True,True,False,False,True,4
Vargas Group,0.4084821428571428,North Tyler,0.4499999999999999,True,True,True,True,True,True,6
"Bradley, Sloan and Bautista",0.1897321428571428,North Tyler,0.05,False,True,True,True,True,True,5
Burnett Group,0.796875,North Tyler,0.3999999999999999,True,True,True,True,False,False,4
Kim-Choi,0.4933035714285714,North Tyler,0.5499999999999998,True,True,True,True,True,True,6
Kim-Choi,0.4933035714285714,Lake Abigailville,0.5499999999999998,True,True,True,True,True,True,6
Clark-Dixon,0.9709821428571428,Lake Abigailville,0.6000000000000001,True,True,True,True,True,True,6
"Martinez, Curtis and Jones",0.9620535714285712,Lake Abigailville,0.3500000000000001,True,True,True,True,False,True,5
Burns-Brooks,0.7366071428571428,Lake Abigailville,0.4499999999999999,True,True,True,True,True,True,6
Lewis-Howell,0.9174107142857144,Lake Abigailville,0.1,True,True,True,True,False,True,5
Conway-Nguyen,0.6875,Lake Abigailville,0.8999999999999999,True,True,True,True,True,True,6
Weber-Todd,0.453125,Burkeside,0.6499999999999999,True,True,True,True,True,False,5
Fleming LLC,0.6741071428571428,Burkeside,0.9500000000000002,True,True,True,True,True,True,6
"Howard, Pierce and Nelson",0.8504464285714285,Burkeside,0.6499999999999999,False,True,True,True,True,True,5
Morrison-Bradley,0.3392857142857143,Burkeside,0.1499999999999999,True,True,True,True,False,True,5
Sawyer-Black,0.7433035714285714,Burkeside,0.7000000000000002,True,True,True,True,True,False,5
White-Garcia,0.0825892857142857,Burkeside,0.75,True,False,True,True,True,True,5
Preston Group,0.0647321428571428,Carterfurt,0.7999999999999998,True,True,True,True,True,True,6
Kelly LLC,0.1941964285714285,Carterfurt,0.6000000000000001,True,True,True,True,True,True,6
Tanner-Taylor,0.0357142857142857,Carterfurt,0.9500000000000002,True,True,True,True,True,True,6
Marshall-Wagner,0.8258928571428571,Carterfurt,0.8999999999999999,False,True,True,True,True,True,5
Miller-Parrish,0.9263392857142856,Carterfurt,0.3500000000000001,True,True,False,True,True,True,5
"Gregory, Butler and Middleton",0.0156249999999999,Carterfurt,0.4499999999999999,False,True,True,True,False,True,4
Ramos Inc,0.1785714285714285,Brownberg,0.7999999999999998,True,True,True,True,True,True,6
Brooks-Brown,0.4598214285714286,Brownberg,0.5499999999999998,True,True,True,True,True,True,6
Elliott-Phillips,0.7767857142857143,Brownberg,0.3999999999999999,False,True,True,True,True,True,5
Waters PLC,0.9017857142857144,Brownberg,0.25,True,True,True,True,True,False,5
Chavez-Baker,0.1986607142857143,Brownberg,1.0,False,True,True,True,True,True,5
Davis LLC,0.7946428571428571,Brownberg,0.7999999999999998,True,True,False,True,True,True,5
Ewing-Mendoza,0.765625,Kirbystad,0.05,True,True,True,True,True,True,6
Hernandez-Stewart,0.2834821428571428,Kirbystad,0.5,True,True,True,True,True,False,5
"Pollard, Frank and Robertson",0.5558035714285714,Kirbystad,0.75,False,True,True,True,True,True,5
"Barnett, Wallace and Juarez",0.6205357142857143,Kirbystad,0.4499999999999999,True,True,True,True,True,False,5
"Peters, Mason and Gregory",0.9441964285714284,Kirbystad,0.8999999999999999,True,True,True,True,False,True,5
"Adams, Jones and Perez",0.4955357142857143,Kirbystad,0.3500000000000001,True,True,True,False,True,True,5
Campbell Ltd,0.234375,Ericaborough,0.6499999999999999,True,True,True,True,True,True,6
Martinez-Kennedy,0.7857142857142857,Ericaborough,0.25,True,True,True,True,True,True,6
Gutierrez Group,0.9375,Ericaborough,0.5,True,True,True,True,True,False,5
White LLC,0.2477678571428571,Ericaborough,0.0,True,True,True,True,True,True,6
"Kelly, Dean and Freeman",0.3370535714285714,Ericaborough,0.7000000000000002,True,False,True,True,True,True,5
Scott-Williamson,0.9040178571428572,Ericaborough,0.25,True,True,False,True,False,True,4
"Phillips, Cooper and Black",0.515625,South Johnview,0.0,False,True,True,True,True,True,5
Gutierrez Group,0.9375,South Johnview,0.5,True,True,True,True,True,True,6
"Cooper, Rivera and Nelson",0.8325892857142857,South Johnview,0.3,False,True,True,False,True,False,3
Foster-Clayton,0.5848214285714286,South Johnview,0.1999999999999999,True,True,True,True,True,True,6
Adams Ltd,0.2276785714285714,South Johnview,0.3500000000000001,True,True,True,True,False,True,5
Mueller-Davenport,0.6919642857142857,South Johnview,0.5,True,True,True,True,True,True,6
"Bailey, Johnson and Lee",0.8616071428571428,East Christineville,0.1,True,True,False,True,True,False,4
Thomas-Leblanc,0.5625,East Christineville,0.6000000000000001,True,True,False,True,False,True,4
Tanner-Taylor,0.0357142857142857,East Christineville,0.9500000000000002,True,True,False,True,True,True,5
Crane-Lozano,0.65625,East Christineville,0.75,True,True,True,True,True,True,6
"Cooper, Rivera and Nelson",0.8325892857142857,East Christineville,0.3,True,True,True,False,True,False,4
Davidson LLC,0.2745535714285714,East Christineville,0.9500000000000002,True,True,True,True,True,False,5
"Powers, Wilson and Jones",0.578125,North John,0.5499999999999998,True,True,True,True,True,True,6
Crosby and Sons,0.1741071428571428,North John,0.5499999999999998,True,False,True,True,True,True,5
Rodriguez Group,0.2901785714285714,North John,0.8500000000000001,True,True,True,True,True,True,6
Terry PLC,0.9040178571428572,North John,0.05,True,True,False,True,True,True,5
Francis-Galvan,0.5825892857142857,North John,0.7000000000000002,True,True,True,True,True,False,5
"Brown, Edwards and Kidd",0.4441964285714286,North John,0.5,True,False,True,True,True,True,5
"Ponce, Benson and Williams",0.59375,East Melvinhaven,0.0,True,True,True,True,True,True,6
Anthony and Sons,0.0647321428571428,East Melvinhaven,0.3,False,True,True,True,False,True,4
Hendrix and Sons,0.2299107142857143,East Melvinhaven,0.9500000000000002,True,True,True,True,True,True,6
Davenport-Martinez,0.1607142857142857,East Melvinhaven,0.5,False,True,True,True,True,True,5
"Ryan, Dennis and Suarez",0.8772321428571428,East Melvinhaven,0.8500000000000001,True,False,False,True,True,True,4
"Tate, Larson and Snyder",0.9040178571428572,East Melvinhaven,0.7999999999999998,True,False,True,True,True,True,5
"Bauer, Houston and Sanford",0.7767857142857143,West Robert,0.3,True,True,True,True,True,True,6
"Thornton, Barber and Stewart",0.296875,West Robert,0.3500000000000001,True,False,True,True,True,True,5
Lee PLC,0.2991071428571428,West Robert,0.6499999999999999,True,True,False,True,True,True,5
Webb-Rivas,0.4553571428571428,West Robert,0.6000000000000001,True,True,False,True,True,True,5
"Hoover, Williams and Oneill",0.4352678571428571,West Robert,0.25,True,True,False,True,False,True,4
"Brown, Lowe and Miller",0.3191964285714285,West Robert,0.4499999999999999,False,True,True,False,True,True,4
Moon Inc,0.3705357142857143,Snydershire,0.75,True,False,True,True,True,True,5
Bishop-Lee,0.390625,Snydershire,0.6000000000000001,True,True,True,True,True,False,5
Rogers Inc,0.6696428571428571,Snydershire,0.8500000000000001,True,True,True,False,True,True,5
Howell Ltd,0.0602678571428571,Snydershire,0.9500000000000002,True,True,True,True,True,True,6
"Anderson, Chaney and Waller",0.7901785714285714,Snydershire,0.05,True,True,True,False,True,True,5
Powers-Esparza,0.3370535714285714,Snydershire,0.9500000000000002,False,True,True,True,True,True,5
"Chen, Morris and Singleton",0.1584821428571428,North Heather,0.3500000000000001,True,False,True,True,True,True,5
Ford Inc,0.5446428571428571,North Heather,0.75,False,True,True,True,True,True,5
Robinson Inc,0.6919642857142857,North Heather,0.9500000000000002,True,True,False,True,True,False,4
"Jimenez, Flores and Simpson",0.8035714285714285,North Heather,0.5,True,True,True,False,True,True,5
Thompson-Thomas,0.3973214285714286,North Heather,0.05,True,True,True,True,True,False,5
"Smith, Hughes and Wilson",0.8102678571428571,North Heather,0.1,True,True,True,True,True,True,6
Wright-Nielsen,0.8727678571428571,Vargasville,0.3,True,True,True,True,True,False,5
"Campbell, Sims and Wilson",0.6138392857142857,Vargasville,0.7000000000000002,True,True,False,True,True,True,5
"Gregory, Butler and Middleton",0.0156249999999999,Vargasville,0.4499999999999999,False,True,False,True,True,True,4
Daniel PLC,0.2410714285714285,Vargasville,0.3,True,True,False,True,True,True,5
Moore-Spencer,1.0,Vargasville,0.5499999999999998,True,True,False,True,True,True,5
Austin LLC,0.3035714285714285,Vargasville,0.6499999999999999,True,True,False,True,True,True,5
"Cortez, Hill and Moore",0.1183035714285714,Michaelberg,0.1999999999999999,True,True,True,True,False,True,5
Dunn PLC,0.8861607142857143,Michaelberg,0.9500000000000002,True,True,False,True,True,True,5
Abbott-Jones,0.3504464285714285,Michaelberg,0.25,False,True,True,True,True,True,5
Rodriguez-Moore,0.8906249999999999,Michaelberg,0.6000000000000001,True,True,True,True,True,True,6
